accuracy,pruning,sparsity,model,dataset,seed,nodes,edges,sink_nodes,source_nodes,disc_nodes,r-out,r-in,2-hop_nei,cut-edges,motif,no_connected_components,mean_connected_components,avg_node_strength,1-hop_nei,cut-nodes,k-core,spectral_gap,spectral_radius
0.3901,itop,0.98,MobileNetV2,tinyimagenet,2,1676372,4512841,0.0700989995060762,0.0883443531626631,0.6197365501213334,0.1402005964757012,0.1130522879046702,4.2665576257772525e-06,0.0153916346709312,724.5632190453863,1055350,9.47552944520775e-07,1.0120762000224345e-07,8.181162111263459e-07,0.01084638257807,7.291664181333151e-07,3.7288227,100.31254875494017
0.4388,grasp,0.95,MobileNetV2,tinyimagenet,0,1676372,13681215,0.0809766567325152,0.0303160634990324,0.0007593779900881,0.0833116795547763,0.030617090660442,6.9809470257308685e-06,0.0004289092745052,2754.2825629156478,1470,0.0006802721088435,2.0885633590259847e-07,6.696192314022173e-07,0.0003756976262707,6.480899886722076e-07,7.156208,280.21510261150866
0.4362,grasp,0.95,MobileNetV2,tinyimagenet,1,1676372,13858740,0.0819883653508887,0.0296664463496169,0.0008494534625966,0.0838675810355053,0.0302658106003864,6.929628381949404e-06,0.0004947058679216,3330.520058461303,1614,0.0006195786864931,2.0665646636666425e-07,6.686829398471116e-07,0.0004397946710884,6.490421396069167e-07,6.7946777,308.4438025530038
0.432,grasp,0.95,MobileNetV2,tinyimagenet,2,1676372,13815579,0.0795742233823996,0.0297457843485813,0.000748043990236,0.0801579868639598,0.0295129143700745,6.976586596297806e-06,0.0004540526314532,2255.7288100629007,1442,0.0006934812760055,2.085822875124265e-07,6.689083630730954e-07,0.0004027337544087,6.487533977753811e-07,5.6893425,299.52423109055354
0.3881,prospr,0.95,MobileNetV2,tinyimagenet,0,1676372,24626873,0.0515702958531877,0.0333953323009451,0.0047823514112619,0.0404107740353393,0.0194595148153807,5.82788522352113e-06,0.0008562597451978,7441.480122385006,9765,0.0001024065540194,1.6950989348040558e-07,6.371323565259205e-07,0.0006335761750994,6.443773775148371e-07,0.12739182,324.0919711073766
0.4016,prospr,0.95,MobileNetV2,tinyimagenet,1,1676372,23104699,0.0513257200669063,0.0321849804220065,0.0044023641530638,0.0423945795614995,0.0204543240316612,5.88485421053365e-06,0.0007830441764248,7666.320867889255,9081,0.0001101200308336,1.7384020896393552e-07,6.398075470273839e-07,0.0005926500059576,6.450798962075671e-07,0.13997269,344.5307944303552
0.4014,prospr,0.95,MobileNetV2,tinyimagenet,2,1676372,24141161,0.0539659455061287,0.0328757578866743,0.0045115284674284,0.043251316703451,0.0197421325345537,5.842660950883066e-06,0.0008500833907698,8539.07248967852,9300,0.0001075268817204,1.6558335181379628e-07,6.379493364980125e-07,0.0006447080154927,6.447154826347443e-07,0.14003944,326.07302887211927
0.2634,synflow,0.95,MobileNetV2,tinyimagenet,0,1676372,1974708,0.0008864380936928,4.891515725626532e-05,0.968672227882594,0.0150148781490731,0.0316755692487193,3.5120627305549666e-06,0.0001220433603347,9830570.106117968,1623856,6.15818151363175e-07,5.573967726863364e-09,1.102930292794911e-06,0.0001139408965781,6.184237222105708e-07,2.6065161,22.15464536085097
0.231,synflow,0.95,MobileNetV2,tinyimagenet,1,1676372,2004208,-1.2527052468067946e-05,0.0054331616132934,0.9923913069414187,0.0,1.0,1.0954765167640028e-06,0.0,30707950.873627886,1663618,6.010995312625854e-07,3.1278134337181073e-09,1.0954765167640028e-06,0.0,6.052854650958264e-07,3.2123625,31.59667098501789
0.0094,snip,0.95,MobileNetV2,tinyimagenet,0,1676372,28806010,0.0541908359242459,0.037624703824688,0.0471560011739637,0.0315861516398834,0.0183808517736402,5.729368297507544e-06,0.0014155726530678,11570.195278797722,88901,1.1248467396317252e-05,3.74127572248084e-08,6.312412858845872e-07,0.0007415119275456,6.464531363343778e-07,0.05385542,23.03457799788785
0.0084,snip,0.95,MobileNetV2,tinyimagenet,1,1676372,28861992,0.0562727127391772,0.0393343482234253,0.0476242743257463,0.0324453003798213,0.0189804293480505,5.71450721830917e-06,0.0013919690643667,15513.092398958464,90098,1.109902550556061e-05,3.6181899773032056e-08,6.311739511735337e-07,0.0007538634200993,6.466561714020608e-07,0.046169758,29.075379237223363
0.0136,snip,0.95,MobileNetV2,tinyimagenet,2,1676372,28955577,0.0563836666324658,0.0384312073931084,0.0478599022174075,0.0321575011266396,0.0185662679075606,5.715038393242692e-06,0.0014436251779752,13850.45194005286,90220,1.1084016847705608e-05,4.4150786511514416e-08,6.310619693026115e-07,0.0007822327284308,6.456020675430588e-07,3.2883167,77.67581189153742
0.4406,er,0.95,MobileNetV2,tinyimagenet,0,1676372,11644406,0.0481498140030971,0.018819211964886,7.456578850040444e-05,0.0460189210166667,0.0151817104281661,6.668175459138958e-06,0.0001220328456427,1455.3710731144208,126,0.0079365079365079,2.1110326719672125e-07,6.824044541276492e-07,0.0001177389383365,6.564817201640529e-07,6.0273294,267.65833395356543
0.4474,er,0.95,MobileNetV2,tinyimagenet,1,1676372,11381777,0.0527878060478223,0.0187142233346775,0.0001258670509886,0.0488099529625294,0.0148887120174644,6.681350654687477e-06,0.0001712386387468,1555.219279467521,213,0.0046948356807511,2.2086867829360842e-07,6.843860508184392e-07,0.0001617497865227,6.58172236291629e-07,6.0145617,271.4580983708494
0.4394,er,0.95,MobileNetV2,tinyimagenet,2,1676372,11420615,0.0533378033038013,0.0192164984860162,0.0004133927314462,0.0483290961125998,0.0151773788014043,6.695631505427864e-06,0.0001956111820598,1228.7084315511906,696,0.0014367816091954,2.1833145689137323e-07,6.840872668482714e-07,0.0001870302080929,6.558150094485275e-07,6.031521,243.89491883896736
0.4359,erk,0.95,MobileNetV2,tinyimagenet,0,1676372,11541612,0.0525658982612451,0.0193483308000849,0.0001503246296168,0.0456243893833894,0.0148458464900743,6.71358144190085e-06,0.0003098354025416,1602.5782603851178,254,0.0039370078740157,2.151611100584725e-07,6.831693176625449e-07,0.0002841890716825,6.595020049114655e-07,5.960821,270.27175953066484
0.4423,erk,0.95,MobileNetV2,tinyimagenet,1,1676372,11684541,0.0493691137766557,0.0175778407179313,7.695189373241738e-05,0.0448632085761862,0.0142537905425638,6.707304079105804e-06,0.0001533650316259,1571.8957854655994,130,0.0076923076923076,2.169239238252997e-07,6.821094729730876e-07,0.0001504552040169,6.564884146166428e-07,6.339733,278.0996029144061
0.4451,erk,0.95,MobileNetV2,tinyimagenet,2,1676372,11731522,0.0489664585187535,0.0187452427026936,0.0003155624169337,0.0452488602928077,0.0145159340791416,6.732563899597579e-06,0.0002922894403641,1406.812976014536,530,0.0018867924528301,2.181237879222221e-07,6.817667397221549e-07,0.0002732808240908,6.533219230665525e-07,6.182213,283.18189358398257
0.289,uniform,0.95,MobileNetV2,tinyimagenet,0,1676372,4798527,0.3139416549548668,0.2567508882276726,0.1070830340759688,0.3117694242420643,0.2935742572668654,7.274979101256901e-06,0.0707560882745892,11014.054959157258,194303,5.146600927417487e-06,1.0260938426294354e-07,8.049235932534801e-07,0.0341644425466398,6.606192400933408e-07,13.420651,386.8766422589193
0.293,uniform,0.95,MobileNetV2,tinyimagenet,1,1676372,4714530,0.3082030718718757,0.2502630681018294,0.1161251798526818,0.303997641334343,0.2911685788403085,7.34922453643324e-06,0.0770078883791173,14451.968386668448,206130,4.851307427351672e-06,1.0445296672884277e-07,8.086365289584527e-07,0.0344235798690431,6.589325965469767e-07,12.821617,374.0616032838861
0.2794,uniform,0.95,MobileNetV2,tinyimagenet,2,1676372,4785589,0.3125624861307633,0.2539716721586855,0.1048442708420326,0.3110076941417242,0.2971822277257825,7.271654334621925e-06,0.073201229775478,5094.31523601379,183781,5.441258889656712e-06,1.0260304210291297e-07,8.054870022876799e-07,0.035327521857811,6.612271739529742e-07,12.976929,385.49568042618864
0.441,snfs,0.95,MobileNetV2,tinyimagenet,0,1676372,13674795,0.212759459117666,0.1781877769373384,0.3420344649039712,0.1509373266655917,0.0884425689745257,4.469745149954363e-06,0.0210477012635289,5396.580289284044,597441,1.6738054468976851e-06,5.887545188982494e-08,6.696535468393569e-07,0.0091129702492797,7.859069035624157e-07,21.214018,134.50466780193494
0.4358,snfs,0.95,MobileNetV2,tinyimagenet,1,1676372,13856179,0.2072565039263361,0.1721646508054298,0.3404602319771506,0.1370861331973266,0.0819939609613877,4.578079477801344e-06,0.0204933842150855,4401.018940791686,591622,1.6902684484349805e-06,5.6994961372668516e-08,6.686962763617563e-07,0.0096019256102277,7.854786982336414e-07,16.422142,126.27849405772255
0.4296,snfs,0.95,MobileNetV2,tinyimagenet,2,1676372,15009414,0.198753617932058,0.1609946956880692,0.3395063864106535,0.1374886454594429,0.0778164957006316,4.629558246294572e-06,0.0175832314306208,5514.890819788167,594177,1.68300018344702e-06,5.895867711185564e-08,6.631511609122166e-07,0.0083966635872659,7.707551160645667e-07,20.190834,143.3115490010582
0.4665,rigl,0.95,MobileNetV2,tinyimagenet,0,1676372,10864979,0.1581647748829019,0.1679794222284791,0.4123386694600005,0.1649621227983965,0.1288850167128717,4.191366212364282e-06,0.0110044391250088,2452.7694608521565,743068,1.3457718539891369e-06,7.440072855388539e-08,6.885651421325974e-07,0.006345065186044,7.638477312618778e-07,12.081284,149.99482842012114
0.4696,rigl,0.95,MobileNetV2,tinyimagenet,1,1676372,10904263,0.1530543340022381,0.162249787040108,0.423109548477307,0.165008400842863,0.1252938415003379,4.157280636339653e-06,0.0105556881744323,4051.816738646161,761264,1.3136047415876752e-06,8.153651872903596e-08,6.882335604787124e-07,0.0059186943675147,7.554622701378143e-07,12.246986,142.45232325753665
0.465,rigl,0.95,MobileNetV2,tinyimagenet,2,1676372,10843225,0.1459258446215995,0.1558926061757175,0.4381223260708243,0.1610287529770893,0.124488240352847,4.18294360346796e-06,0.0095507563478577,2766.9639666243206,776583,1.287692365143198e-06,7.670174577364193e-08,6.887497931748519e-07,0.0057748501944762,7.54365115163091e-07,12.287176,137.37891298772098
0.4623,itop,0.95,MobileNetV2,tinyimagenet,0,1676372,10794965,0.118006623828124,0.1501611814084224,0.3960773623038323,0.1421774873749011,0.1177271070355485,4.494848814154073e-06,0.0062986772073832,2283.744567861035,676785,1.477574118811735e-06,8.103691815732797e-08,6.891620877394367e-07,0.0048668985957805,7.274906988991593e-07,7.4111395,143.02257534400218
0.4632,itop,0.95,MobileNetV2,tinyimagenet,1,1676372,11057966,0.1081597640619146,0.1426771623482138,0.4101309255940805,0.1254749743307223,0.1040588296256291,4.613733791946002e-06,0.0061708455243939,2509.1496097021823,701259,1.4260066537470467e-06,7.847702508199814e-08,6.869588522885047e-07,0.0045578002319775,7.352896616247394e-07,8.234282,153.4595658789553
0.4717,itop,0.95,MobileNetV2,tinyimagenet,2,1676372,11227898,0.1108351845533091,0.1461817544077329,0.3927254809791621,0.1362296843095653,0.1082618491902936,4.571028438916808e-06,0.005832258184034,2695.750319249427,668514,1.4958549858342534e-06,8.219795117997655e-08,6.855901737419518e-07,0.0046360414032973,7.297504165540265e-07,8.470242,158.62923954425918
0.4159,dsr,0.95,MobileNetV2,tinyimagenet,0,1676372,2618782,0.0290651478311496,0.0272087579606435,0.8201133161374683,0.1530306837300699,0.1639987597287594,2.434357271051708e-06,0.0074087877494193,319759.42793023627,1375852,7.268223617075093e-07,1.524450172077501e-07,9.783832170548482e-07,0.0049190807024028,6.486070025715256e-07,38.22068,411.7591014862071
0.431,dsr,0.95,MobileNetV2,tinyimagenet,2,1676372,2848502,0.0396141190618788,0.0417693686126945,0.801983688584634,0.2241781820760526,0.191805728063382,2.363596405562017e-06,0.0064497058453882,489161.593840552,1344614,7.437078596534025e-07,1.4520191298920746e-07,9.475880239507756e-07,0.0040666989175363,6.61767413640548e-07,38.619503,392.1386311225235
0.485,grasp,0.9,MobileNetV2,tinyimagenet,0,1676372,19173878,0.0657210929316404,0.0213836785629919,2.9826315400161776e-06,0.0685015310935012,0.0291085089828985,7.862644986745332e-06,2.4512516455982458e-06,15642.87839069384,6,0.1666666666666666,1.7639089913868302e-07,6.486805983351131e-07,2.399097355266368e-06,6.477379849483021e-07,20.970192,510.53997756133697
0.4884,grasp,0.9,MobileNetV2,tinyimagenet,1,1676372,19080963,0.0655319940920034,0.0215083525613646,0.0,0.0680590911475484,0.0289986936193943,7.86346840172708e-06,7.861238450071938e-07,11687.67672402069,1,1.0,1.7625175132772333e-07,6.489345643370483e-07,7.861238450071938e-07,6.504608818195222e-07,21.811977,477.0065270089726
0.4904,grasp,0.9,MobileNetV2,tinyimagenet,2,1676372,19242866,0.0661201690316946,0.0215942523497171,2.386105232012942e-06,0.0689733535534675,0.0290621469795611,7.841844869877347e-06,2.130659746838127e-06,7088.107989007459,5,0.2,1.769867568022133e-07,6.484936189017264e-07,2.130659746838127e-06,6.502119415909048e-07,21.542437,504.5024938923347
0.442,prospr,0.9,MobileNetV2,tinyimagenet,0,1676372,30172918,0.0319535282145013,0.0178009415571245,0.0001228844194486,0.0353236634255924,0.0203606094710495,6.551598374722294e-06,3.1418903534620017e-05,14711.920047374932,235,0.0042553191489361,1.556376861257534e-07,6.296686113097967e-07,2.9231511516386975e-05,6.483388501055914e-07,11.912077,615.3037384963819
0.4632,prospr,0.9,MobileNetV2,tinyimagenet,1,1676372,31279152,0.031537152851515,0.0176822328218319,8.768936727647562e-05,0.0337812227134546,0.0203266699813345,6.504674774679825e-06,2.7238590099885062e-05,13602.85782760351,161,0.0062111801242236,1.5491743579475206e-07,6.284964841768095e-07,2.548023041033849e-05,6.472651828907692e-07,11.036545,586.3781334812384
0.469,prospr,0.9,MobileNetV2,tinyimagenet,2,1676372,30209488,0.0327982094666339,0.0174149890358464,0.0001312357877607,0.0353614069857787,0.0198467117350681,6.554676486039003e-06,1.9530287967806672e-05,15206.1293671048,239,0.00418410041841,1.5117374288816864e-07,6.29628490999518e-07,1.866963120990333e-05,6.471158346568375e-07,11.431032,586.1524093761897
0.4164,synflow,0.9,MobileNetV2,tinyimagenet,1,1676372,6282768,0.0276108166922377,0.0170385809354964,0.766219550314608,0.0691044138507104,0.0342645152582428,3.553698251244211e-06,0.0024217033002014,12859269.237807443,1284646,7.784245620972627e-07,1.8793994686017742e-08,7.556918223115785e-07,0.0018910454754974,6.409901896346209e-07,0.041805267,36.64679546365305
0.3438,synflow,0.9,MobileNetV2,tinyimagenet,2,1676372,4008384,0.0,0.0069220912780695,0.9775944718713984,0.0,0.0466901374718589,2.136014999044002e-06,0.0005029458255496,55817837.36754038,1638813,6.101977467838002e-07,3.252134598681339e-09,8.460034040100055e-07,0.000187606776197,6.033422480195982e-07,4.3025055,49.18465078888106
0.3674,snip,0.9,MobileNetV2,tinyimagenet,0,1676372,36648447,0.0383470971836799,0.0275535501666694,0.0078866743181107,0.0291142214020692,0.0219521443841808,6.082481641621671e-06,0.0004756818208422,60683.40266557544,15322,6.526563111865292e-05,1.3149334896854426e-07,6.238125938313909e-07,0.0003485823014546,6.463751514393759e-07,16.287678,695.5686130951835
0.3752,snip,0.9,MobileNetV2,tinyimagenet,1,1676372,37012854,0.0388744264399548,0.0286505620470874,0.0083394377858852,0.0283144066653168,0.0225153942465501,6.09209492391839e-06,0.0005233317052502,45892.314350927925,16518,6.054001695120474e-05,1.3696407683109498e-07,6.235439489557544e-07,0.0003694392223847,6.466840972029043e-07,12.916698,653.0321411896564
0.3468,snip,0.9,MobileNetV2,tinyimagenet,2,1676372,36997545,0.0400346701090211,0.0301532118169475,0.0090075472508488,0.0285738418589665,0.0241395476375527,6.078206675835662e-06,0.0005414953884102,46149.985286266965,17882,5.592215635834917e-05,1.330612754388471e-07,6.235551284290233e-07,0.0003797008693414,6.471240762914967e-07,15.53887,603.4664862838259
0.5078,er,0.9,MobileNetV2,tinyimagenet,0,1676372,23038762,0.0141830094990849,0.0141161985525885,0.0,0.0187645065303422,0.011754798282998,8.03201795918447e-06,0.0,4422.184765570303,1,1.0,1.7323624418347593e-07,6.399314180521176e-07,0.0,6.545503085812118e-07,13.375928,353.1599717907777
0.503,er,0.9,MobileNetV2,tinyimagenet,1,1676372,22997542,0.0141448318153727,0.0141161985525885,0.0,0.0177109797212241,0.0118830090624467,8.025296383144823e-06,0.0,6516.180304921282,1,1.0,1.7301396213851504e-07,6.400092158722592e-07,0.0,6.516758977414513e-07,13.838876,366.0339485229827
0.5,er,0.9,MobileNetV2,tinyimagenet,2,1676372,23032489,0.0141448318153727,0.0141161985525885,0.0,0.0180270139280214,0.0118594217064425,8.042937788635684e-06,0.0,6072.880878484301,1,1.0,1.7195509982682885e-07,6.399432396253455e-07,0.0,6.519345054400804e-07,13.931002,354.4281303959171
0.4959,erk,0.9,MobileNetV2,tinyimagenet,0,1676372,23143794,0.0141161985525885,0.0141161985525885,0.0,0.0178933497247685,0.0116696510520271,8.049271210365833e-06,6.913300386272017e-07,6675.365165279297,1,1.0,1.7305824267614928e-07,6.397344354174357e-07,6.913300386272017e-07,6.53454765721579e-07,13.625624,391.2628487817216
0.4958,erk,0.9,MobileNetV2,tinyimagenet,1,1676372,23233318,0.0141161985525885,0.0141161985525885,0.0,0.0181315471169464,0.0117693047544909,8.0197861805168e-06,0.0,5708.045304032768,1,1.0,1.6948217435868397e-07,6.39567943296137e-07,0.0,6.519510416837973e-07,14.027401,365.4280765317599
0.4991,erk,0.9,MobileNetV2,tinyimagenet,2,1676372,23196147,0.0141161985525885,0.0141161985525885,0.0,0.0183689127336535,0.0118323099090551,8.0370129239089e-06,0.0,5624.950294546762,1,1.0,1.7254439829938073e-07,6.396369159848111e-07,0.0,6.520139869354287e-07,14.162052,352.35552771111423
0.4062,uniform,0.9,MobileNetV2,tinyimagenet,0,1676372,9426124,0.2676750745061358,0.1837157862336044,0.0199872104759564,0.22792984688086,0.1982451111400613,9.085985479491748e-06,0.0135298453531907,31927.796445177253,34595,2.890591125885244e-05,1.306172881770818e-07,7.026144519741827e-07,0.0094856592168742,6.515168806056715e-07,25.509743,524.6434670853946
0.4076,uniform,0.9,MobileNetV2,tinyimagenet,1,1676372,9495198,0.2586555967291269,0.1798998074413077,0.0206034221521237,0.2255967700726198,0.1974497003643315,9.047765302742002e-06,0.0122826295986666,23109.29036161226,35532,2.814364516492176e-05,1.296171615503069e-07,7.018427005629273e-07,0.0077750879971118,6.506503138236862e-07,26.0603,522.4100258887266
0.4104,uniform,0.9,MobileNetV2,tinyimagenet,2,1676372,9431688,0.2813128589597058,0.192662487801037,0.0204865029957551,0.2389037890142252,0.203550626356597,9.077204576049134e-06,0.0131599985071601,46884.86720362251,34788,2.8745544440611704e-05,1.2898743747460374e-07,7.025518677969862e-07,0.0092573036767119,6.507251595613007e-07,26.033298,552.8768235367681
0.4832,snfs,0.9,MobileNetV2,tinyimagenet,0,1676372,27620690,0.1889705864808049,0.1690024648467046,0.1481288162770554,0.102775600464724,0.0722325184490322,5.050640196898665e-06,0.003264835165233,11308.27811397905,256716,3.895355178485174e-06,4.121224710109223e-08,6.327310516211539e-07,0.0024565280592193,7.205740512525353e-07,13.494137,174.87405003751266
0.4786,snfs,0.9,MobileNetV2,tinyimagenet,1,1676372,27286696,0.1904446029878809,0.1767710269558308,0.1433804668653497,0.1033587210411989,0.0710450616666818,5.0906272806722815e-06,0.0036692240057205,10232.866571313729,247445,4.041302107539049e-06,4.1858046313398906e-08,6.331742041061569e-07,0.0027008033512008,7.203678128194558e-07,12.7530575,167.89768634364168
0.496,snfs,0.9,MobileNetV2,tinyimagenet,2,1676372,27923248,0.1773556227376739,0.1707765340867063,0.145473081153825,0.0987757226523218,0.0679233304091272,5.091738524947285e-06,0.0032140601981545,9858.068996916118,252235,3.964556861656788e-06,4.095682208969432e-08,6.323387607666103e-07,0.0024661529346442,7.171225698460273e-07,12.7037945,172.8627363516337
0.4947,rigl,0.9,MobileNetV2,tinyimagenet,0,1676372,22273081,0.2520848594464713,0.3204420021331781,0.0176905841901439,0.160118530525705,0.1675991300889176,4.137072093679633e-06,0.0017852491983484,6385.309595919846,35286,2.8339851499178148e-05,5.6256465499280815e-08,6.414235541453387e-07,0.001725401169241,7.47613073014701e-07,16.139463,210.59996924898547
0.4948,rigl,0.9,MobileNetV2,tinyimagenet,1,1676372,22489447,0.2493014676933282,0.3189375627843939,0.0183419909184834,0.1564943326529994,0.1660019030258947,4.146594574033007e-06,0.0016183145810566,10277.827523060036,36426,2.7452918245209464e-05,5.2171625011654494e-08,6.409916076613373e-07,0.0016155132671781,7.500381310182135e-07,16.720266,227.48662176895283
0.4984,rigl,0.9,MobileNetV2,tinyimagenet,2,1676372,22427564,0.2483386742322109,0.3139470236916388,0.017337440615806,0.1574168286845597,0.1723958964067609,4.167584241576799e-06,0.0014570909261478,9313.854088834614,34722,2.8800184321179656e-05,5.104188316388122e-08,6.411142980319343e-07,0.0014547277626763,7.533922377875944e-07,16.758104,210.2194489586432
0.5063,itop,0.9,MobileNetV2,tinyimagenet,0,1676372,22064888,0.2055963712111631,0.2984158647364666,0.0124268360483234,0.1333571690914542,0.1535441738929289,4.428623002969497e-06,0.0018953642547381,7898.371899916283,25131,3.979149257888664e-05,5.5837906526910136e-08,6.418471816011437e-07,0.0017858237032519,7.296055549802668e-07,12.860897,203.592469498048
